"_id","title","main_title","year","format","barcode","category","cast","image_url","cover_source","notes"
"5edfc92c7f2faa101806890e","Dexter - Seasons 1-5 Complete [dvd] By Michael C. Hall,jennifer Carpenter. ","Dexter - Seasons 1-5 Complete By Michael C. Hall,jennifer Carpenter.","","","EAN 5014437149534","","","https://i.ebayimg.com/images/i/383204402581-0-1/s-l1600.jpg","",""
"5edfc93a7f2faa101806890f","The Sopranos Series 1 To 6 Complete Collection <region 2 Dvd, Sealed> ","The Sopranos Series 1 To 6 Complete Collection","","","EAN 5051892007290","","","https://i.ebayimg.com/images/i/373057607124-0-1/s-l1600.jpg","",""
"5edfc9427f2faa1018068910","Sons Of Anarchy (region 2) - Dvd - - Free Shipping. ","Sons Of Anarchy - Free Shipping.","","","EAN 5039036044691","","","https://i.ebayimg.com/images/i/163303182414-0-1/s-l1600.jpg","",""
"5edfc9577f2faa1018068911","24 - Redemption Dvd - 3933801000 - Dvd ","24 - Redemption - 3933801000","","","EAN 5039036038829","","","https://i.ebayimg.com/images/i/324189082585-0-1/s-l1600.jpg","",""
"5edfc95e7f2faa1018068912","24 Complete Season 2 Dvd Box Set Royal Mail 1st Class Fast & Free ","24 Complete Season 2 Box Set Royal Mail 1st Class Fast & Free","","","EAN 5039036013031","","","https://i.ebayimg.com/images/i/373061599086-0-1/s-l1600.jpg","",""
"5edfc9657f2faa1018068913","24 Season 3 - Dvd - ","24 Season 3","","","EAN 5039036017329","","","https://i.ebayimg.com/images/i/324184927143-0-1/s-l1600.jpg","",""
"5edfc9787f2faa1018068914","24 Season 4 Box Se - Dvd - ","24 Season 4 Box Se","","","EAN 5039036020336","","","https://i.ebayimg.com/images/i/373070957869-0-1/s-l1600.jpg","",""
"5edfc9827f2faa1018068915","24 Season 5 Box Se - Dvd - ","24 Season 5 Box Se","","","EAN 5039036026130","","","https://i.ebayimg.com/images/i/383570964215-0-1/s-l1600.jpg","",""
"5edfc9887f2faa1018068916","24 Season 6 - Dvd - ","24 Season 6","","","EAN 5039036033534","","","https://i.ebayimg.com/images/i/383542038940-0-1/s-l1600.jpg","",""
"5edfc98d7f2faa1018068917","Kiefer Sutherland, Adoni Ma...-24: Season 7 (uk Import) Dvd [region 2] ","Kiefer Sutherland, Adoni Ma...-24: Season 7","","","EAN 5039036041072","","","https://i.ebayimg.com/images/i/114240411417-0-1/s-l1600.jpg","",""
"5edfc9937f2faa1018068918","24 The Final Season Dvd Boxset Brand And Sealed ","24 The Final Season Boxset Brand And Sealed","","","EAN 5039036043779","","","https://i.ebayimg.com/images/i/392321222138-0-1/s-l1600.jpg","",""
"5edfcb797f2fab101831383e","Carnivale Season 1 <region 2 Dvd, Sealed> ","Carnivale Season 1","","","EAN 7321900253864","","","https://i.ebayimg.com/images/i/164234075723-0-1/s-l1600.jpg","",""
"5edfcb7d7f2fab101831383f","Peep Show: Series 1-3 Box Set [dvd] By Robert Webb,david Mitchell,philip Clar. ","Peep Show: Series 1-3 Box Set By Robert Webb,david Mitchell,philip Clar.","","","EAN 6867441008293","","","https://i.ebayimg.com/images/i/123659753222-0-1/s-l1600.jpg","",""
"5edfcb887f2fab1018313840","Dream On: Seasons 1 & 2 [5 Discs] (dvd) ","Dream On: Seasons 1 & 2","","","UPC 025192605826","","","http://img.bbystatic.com/BestBuy_US/images/products/6767/6767983.jpg","",""
"5edfcb8e7f2fab1018313841","Firefly, The Complete Series Dvd Set, Joss Whedon Tv Show, & Sealed. ","Firefly, The Complete Series Set, Joss Whedon Tv Show, & Sealed.","","","EAN 5039036016025","","","https://i.ebayimg.com/images/i/124153964958-0-1/s-l1600.jpg","",""
"5edfcb947f2fab1018313842","Dvd The X Files First Season Box Set 689 ","The X Files First Season Box Set 689","","","EAN 5039036018241","","","https://i.ebayimg.com/images/i/153889363939-0-1/s-l1600.jpg","",""
"5edfcbad7f2fab1018313843","Doctor Who - The Complete Bbc Series 2 Box Set [dvd] By David Tennant. ","Doctor Who - The Complete Bbc Series 2 Box Set By David Tennant.","","","EAN 5014503212223","","","https://i.ebayimg.com/images/i/333246880881-0-1/s-l1600.jpg","",""
"5edfcbb37f2fab1018313844","Farscape [dvd]. ","Farscape .","","","EAN 5030305890001","","","https://i.ebayimg.com/images/i/303071359989-0-1/s-l1600.jpg","",""
"5edfcbc87f2fab1018313845","When The Boat Comes In (1975/81) Complete Series : 24 Dvd Box Set James Bolam ","When The Boat Comes In Complete Series : 24 Box Set James Bolam","","","EAN 5036193090974","","","https://i.ebayimg.com/images/i/383033879123-0-1/s-l1600.jpg","",""
"5edfcbd17f2fab1018313846","Family At War: Complete Set [dvd] [1970], 5036193090745, T.r. Bowen, David Brad. ","Family At War: Complete Set , 5036193090745, T.r. Bowen, David Brad.","1970","","EAN 5036193090745","","","https://i.ebayimg.com/images/i/132888285816-0-1/s-l1600.jpg","",""
"5edfcbe57f2fab1018313847","Farscape: The Peacekeeper Wars [dvd] By Ben Browder,claudia Black. ","Farscape: The Peacekeeper Wars By Ben Browder,claudia Black.","","","EAN 5030305800390","","","https://i.ebayimg.com/images/i/123659682600-0-1/s-l1600.jpg","",""
"5edfcbed7f2fab1018313848","Farscape 3.1 [dvd] [1999] By Ben Browder,claudia Black,andrew Prowse,emily Sk. ","Farscape 3.1 By Ben Browder,claudia Black,andrew Prowse,emily Sk.","1999","","EAN 5030305810115","","","https://i.ebayimg.com/images/i/293006596113-0-1/s-l1600.jpg","",""
"5edfcbf37f2fab1018313849","Farscape 3.2 [dvd] [1999] By Ben Browder,claudia Black,andrew Prowse,emily Sk. ","Farscape 3.2 By Ben Browder,claudia Black,andrew Prowse,emily Sk.","1999","","EAN 5030305810122","","","https://i.ebayimg.com/images/i/303095722903-0-1/s-l1600.jpg","",""
"5edfcbf87f2fab101831384a","Farscape 3.3 [dvd] [1999] By Ben Browder,claudia Black,andrew Prowse,emily Sk. ","Farscape 3.3 By Ben Browder,claudia Black,andrew Prowse,emily Sk.","1999","","EAN 5030305810139","","","https://i.ebayimg.com/images/i/303135953174-0-1/s-l1600.jpg","",""
"5edfcc017f2fab101831384b","Farscape 3.4 [dvd] [1999] By Ben Browder,claudia Black,andrew Prowse,emily Sk. ","Farscape 3.4 By Ben Browder,claudia Black,andrew Prowse,emily Sk.","1999","","EAN 5030305810146","","","https://i.ebayimg.com/images/i/303135952629-0-1/s-l1600.jpg","",""
"5edfcc0a7f2fab101831384c","Farscape 3.5 [dvd] [1999] By Ben Browder,claudia Black,andrew Prowse,emily Sk. ","Farscape 3.5 By Ben Browder,claudia Black,andrew Prowse,emily Sk.","1999","","EAN 5030305810153","","","https://i.ebayimg.com/images/i/303135952914-0-1/s-l1600.jpg","",""
"5edfcc127f2fab101831384d","Farscape 4.1 [dvd] [1999] By Ben Browder,claudia Black,andrew Prowse,emily Sk. ","Farscape 4.1 By Ben Browder,claudia Black,andrew Prowse,emily Sk.","1999","","EAN 5030305810160","","","https://i.ebayimg.com/images/i/303095729055-0-1/s-l1600.jpg","",""
"5edfcc1f7f2fab101831384e","Farscape 4.2 [dvd] [1999] By Ben Browder,claudia Black,andrew Prowse,emily Sk. ","Farscape 4.2 By Ben Browder,claudia Black,andrew Prowse,emily Sk.","1999","","EAN 5030305810177","","","https://i.ebayimg.com/images/i/123689815952-0-1/s-l1600.jpg","",""
"5edfcc247f2fab101831384f","Farscape 4.3 [dvd] [1999] By Ben Browder,claudia Black,andrew Prowse,emily Sk. ","Farscape 4.3 By Ben Browder,claudia Black,andrew Prowse,emily Sk.","1999","","EAN 5030305810184","","","https://i.ebayimg.com/images/i/123659818989-0-1/s-l1600.jpg","",""
"5edfcc2a7f2fab1018313850","Farscape 4.4 [dvd] [1999] By Ben Browder,claudia Black,andrew Prowse,emily Sk. ","Farscape 4.4 By Ben Browder,claudia Black,andrew Prowse,emily Sk.","1999","","EAN 5030305810191","","","https://i.ebayimg.com/images/i/303071482204-0-1/s-l1600.jpg","",""
"5edfcc567f2fab1018313851","Dvd - American Dad Season - ","American Dad Season","","","EAN 5039036024723","","","https://i.ebayimg.com/images/i/372989364992-0-1/s-l1600.jpg","",""
"5edfcc5f7f2fab1018313852","The Simpsons: Complete Season 5 (box Set) [dvd] ","The Simpsons: Complete Season 5","","","EAN 5039036019729","","","https://i.ebayimg.com/images/i/274370545360-0-1/s-l1600.jpg","",""
"5edfcc657f2fab1018313853","The Simpsons: Complete Season 1 [dvd], 5039036006231, Dan Castellaneta, Nancy C. ","The Simpsons: Complete Season 1 , 5039036006231, Dan Castellaneta, Nancy C.","","","EAN 5039036006231","","","https://i.ebayimg.com/images/i/163474534145-0-1/s-l1600.jpg","",""
"5edfcc6d7f2fab1018313854","Family Guy - Present - 3781601000 - Dvd ","Family Guy - Present - 3781601000","","","EAN 5039036036603","","","https://i.ebayimg.com/images/i/373075357068-0-1/s-l1600.jpg","",""
"5edfccab7f2fab1018313855","Sound Of Music [region 2] - Dvd - - Free Shipping. ","Sound Of Music - Free Shipping.","","","EAN 5039036005692","","","https://i.ebayimg.com/images/i/362390561198-0-1/s-l1600.jpg","",""
"5edfccaf7f2fab1018313856","The King And I - Dvd ","The King And I","","","EAN 5039036005685","","","https://i.ebayimg.com/images/i/153860675582-0-1/s-l1600.jpg","",""
"5edfccb37f2fab1018313857","Moulin Rouge Dvd: 2-disc Edition (includes Bonus Features) Free Postage ","Moulin Rouge : 2-disc Edition Free Postage","","","EAN 5039036008372","","","https://i.ebayimg.com/images/i/224028789738-0-1/s-l1600.jpg","",""
"5edfccb87f2fab1018313858","The Rocky Horror Picture Show:tim Curry, Richard O'brien (dvd,2001) 2-disc Set) ","The Rocky Horror Picture Show:tim Curry, Richard O'brien 2-disc Set","2001","","EAN 5039036004312","","","https://i.ebayimg.com/images/i/202849115160-0-1/s-l1600.jpg","",""
"5edfccbd7f2fab1018313859","Seven Brides For Seven Brothers (dvd) & Sealed ","Seven Brides For Seven Brothers & Sealed","","","EAN 7321900650656","","","https://i.ebayimg.com/images/i/283887402055-0-1/s-l1600.jpg","",""
"5edfccc87f2fab101831385a","The Vicar Of Dibley: Ultimate Collection Dvd (2007) Dawn French Cert 12 6 Discs ","The Vicar Of Dibley: Ultimate Collection Dawn French Cert 12 6 Discs","2007","","EAN 5050582532029","","","https://i.ebayimg.com/images/i/362941625032-0-1/s-l1600.jpg","",""
"5edfccce7f2fab101831385b","Michael Flatley - Lord Of The Dance (dvd, 1998) ","Michael Flatley - Lord Of The Dance","1998","","UPC 044004781022","","","https://i.ebayimg.com/images/i/174309561142-0-1/s-l1600.jpg","",""
"5edfccd47f2fab101831385c","Hedwig And The Angry Inch (dvd, 2002) ","Hedwig And The Angry Inch","2002","","EAN 5017239191473","","","https://i.ebayimg.com/images/i/392474079663-0-1/s-l1600.jpg","",""
"5edfccd97f2fab101831385d","Annie Get Your Gun <region 2 Dvd, Sealed> ","Annie Get Your Gun","","","EAN 7321901654387","","","https://i.ebayimg.com/images/i/164224184225-0-1/s-l1600.jpg","",""
"5edfcce27f2fab101831385e","61759 Dvd - Annie & Oliver Box Set [new & Sealed] 2007 Cdrp 7089 ","61759 - Annie & Oliver Box Set Cdrp 7089","2007","","EAN 5035822708914","","","https://i.ebayimg.com/images/i/293064173852-0-1/s-l1600.jpg","",""
"5edfcce97f2fab101831385f","Mamma Mia The Movie - Dvd - Gift Box Set - Sealed ","Mamma Mia The Movie - Gift Box Set - Sealed","","","EAN 5050582591521","","","https://i.ebayimg.com/images/i/143069192378-0-1/s-l1600.jpg","",""
"5edfcd1b7f2fab1018313860","Mamma Mia 2 Movie Collection (uk Import) Dvd [region 2] ","Mamma Mia 2 Movie Collection","","","EAN 5053083172046","","","https://i.ebayimg.com/images/i/362993422440-0-1/s-l1600.jpg","",""
"5edfcd217f2fab1018313861","Ghost Town Dvd - Dsl1567 - Dvd ","Ghost Town - Dsl1567","","","EAN 5051188156732","","","https://i.ebayimg.com/images/i/383576989082-0-1/s-l1600.jpg","",""
"5edfcd2a7f2fab1018313862","The Pink Panther Film Collection (5 Disc Box Set) [dvd] [1976] - - Sealed ","The Pink Panther Film Collection - Sealed","1976","","EAN 5050070010404","","","https://i.ebayimg.com/images/i/143591319100-0-1/s-l1600.jpg","",""
"5edfcd327f2fab1018313863","Father Ted - The Complete 3rd Series [1995] [dvd], Very Good Dvd, Don Wycherley, ","Father Ted - The Complete 3rd Series , Very Good , Don Wycherley","1995","","EAN 5014138069230","","","https://i.ebayimg.com/images/i/202725869786-0-1/s-l1600.jpg","",""
"5edfcd367f2fab1018313864","28845 Dvd - Little Britain The Complete Second Series [new & Sealed] 2005 ","28845 - Little Britain The Complete Second Series","2005","","EAN 5014503167523","","","https://i.ebayimg.com/images/i/273632229868-0-1/s-l1600.jpg","",""
"5edfcd397f2fab1018313865","10340 Dvd - Little Britain The Complete First Series 2004 Bbcdvd 1494 ","10340 - Little Britain The Complete First Series Bbcdvd 1494","2004","","EAN 5014503149420","","","https://i.ebayimg.com/images/i/273826144667-0-1/s-l1600.jpg","",""
"5edfcd427f2fab1018313866","Andrew Lloyd Webber: The Royal Albert Hall Celebration [dvd] [1998] By Tina A. ","Andrew Lloyd Webber: The Royal Albert Hall Celebration By Tina A.","1998","","EAN 3259190200920","","","https://i.ebayimg.com/images/i/352890417844-0-1/s-l1600.jpg","",""
"5edfcd467f2fab1018313867","Andrew Lloyd Webber - Cats - Dvd - ","Andrew Lloyd Webber - Cats","","","EAN 3259190255098","","","https://i.ebayimg.com/images/i/324184956938-0-1/s-l1600.jpg","",""
"5edfcd4e7f2fab1018313868","Joseph And The Amazing Technicolour Dreamcoat [dvd] [1999], Very Good Dvd, Donny ","Joseph And The Amazing Technicolour Dreamcoat , Very Good , Donny","1999","","UPC 044005370324","","","https://i.ebayimg.com/images/i/363015635625-0-1/s-l1600.jpg","",""
"5edfcd567f2fab1018313869","The Jazz Singer (25th Anniversary) (DVD) ","The Jazz Singer","","","EAN 9332412004224","","","https://i5.walmartimages.com/asr/7e6f6629-0793-4ba4-a3bc-c793be4f422c_1.4d54206028bc0d3e7b3ca6077a8ee10d.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff","",""
"5edfcd5a7f2fab101831386a","Tesla / Time's Makin' Changes (2005) Dvd ","Tesla / Time's Makin' Changes","2005","","EAN 8809090752682","","","http://i.ebayimg.com/00/s/NTAwWDM0MA==/z/OlcAAOSw4A5YrEo3/$_1.JPG?set_id=880000500F","",""
"5edfcd5f7f2fab101831386b","Channing Tatum - Magic Mike - Lgd94963 - Dvd ","Channing Tatum - Magic Mike - Lgd94963","","","EAN 5060223768335","","","https://i.ebayimg.com/images/i/324189084023-0-1/s-l1600.jpg","",""
"5edfcd667f2fab101831386c","League Of Gentlemen - Bbcdvd1007 - Dvd ","League Of Gentlemen - Bbcdvd1007","","","EAN 5014503100728","","","https://i.ebayimg.com/images/i/324189083068-0-1/s-l1600.jpg","",""
"5edfcd697f2fab101831386d","Raising Arizona - 05191dvd - Dvd ","Raising Arizona - 05191dvd","","","EAN 5039036006125","","","https://i.ebayimg.com/images/i/373075356567-0-1/s-l1600.jpg","",""
"5edfcd707f2fab101831386e","Blues Brothers - 8203780 - Dvd ","Blues Brothers - 8203780","","","EAN 5050582037807","","","https://i.ebayimg.com/images/i/383576989023-0-1/s-l1600.jpg","",""
"5edfcd737f2fab101831386f","Id5660z - Spinal Tap - This Is Spinal Tap - 16146dvd Z1 - Dvd ","Id5660z - Spinal Tap - This Is Spinal Tap - 16146dvd Z1","","","EAN 5050070004380","","","https://i.ebayimg.com/images/i/373065244090-0-1/s-l1600.jpg","",""
"5edfcd777f2fab1018313870","Fool's Gold - 1000086715 - Dvd ","Fool's Gold - 1000086715","","","EAN 7321902139999","","","https://i.ebayimg.com/images/i/383576989188-0-1/s-l1600.jpg","",""
"5edfcd7e7f2fab1018313871","American Pie","American Pie","","","025192073526","Uncategorized","[]","https://i5.walmartimages.com/asr/4b7e9995-d7fc-45c7-bf33-e69769103f9e_1.217747d5ff0d8a0943f7df4630fec835.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff","",""
"5edfcd977f2fab1018313872","Bad Santa - Cdr39107 - Dvd ","Bad Santa - Cdr39107","","","EAN 5035822910737","","","https://i.ebayimg.com/images/i/373075357884-0-1/s-l1600.jpg","",""
"5edfcda17f2fab1018313873","Hansel & Gretel: Witch Hunters (blu-ray Disc) ","Hansel & Gretel: Witch Hunters","","BLURAY","EAN 5051368248530","","","http://img.bbystatic.com/BestBuy_US/images/products/nonsku/default_movies_l.jpg","",""
"5edfcda47f2fab1018313874","Revenant, The Bd - Digital Hd Uv (uk Import) Blu-ray ","Revenant, The Bd - Digital Hd Uv","","BLURAY","EAN 5039036076517","","","https://i.ebayimg.com/images/i/114248563834-0-1/s-l1600.jpg","",""
